source,target,weight,connection_type
AVAL,PVCL,4.0,mixed
AVAL,PVCR,12.0,mixed
AVAL,PVPL,3.0,mixed
AVAL,RIMR,5.0,mixed
AVAL,SABD,4.0,electrical
AVAL,SABVR,1.0,electrical
AVAL,SDQR,3.0,mixed
AVAL,URYVR,2.0,mixed
AVAL,VA10,1.0,electrical
AVAL,VA11,1.0,electrical
AVAL,VA12,2.0,chemical
AVAL,VA2,5.0,mixed
AVAL,VA3,3.0,mixed
AVAL,VA4,3.0,mixed
AVAL,VA5,8.0,mixed
AVAL,VA6,10.0,mixed
AVAL,VA8,19.0,mixed
AVAL,VA9,8.0,mixed
AVAL,VB9,5.0,electrical
AVAL,AVJL,2.0,electrical
AVAL,ADEL,2.0,chemical
AVAL,ADER,5.0,chemical
AVAL,FLPL,1.0,electrical
AVAL,RMGL,1.0,chemical
AVAL,SMBDR,1.0,chemical
AVAL,ALA,1.0,chemical
AVAL,AVER,7.0,chemical
AVAL,PVPR,1.0,chemical
AVAL,ADLL,2.0,chemical
AVAL,AWCL,1.0,chemical
AVAL,SAADL,6.0,chemical
AVAL,RIBL,2.0,chemical
AVAL,PVNR,4.0,chemical
AVAL,BAGR,2.0,chemical
AVAL,DVA,3.0,chemical
AVAL,SDQL,2.0,chemical
AVAL,BDUR,3.0,chemical
AVAL,SAAVL,17.0,chemical
AVAL,AQR,2.0,chemical
AVAL,VD6,1.0,chemical
AVAL,LUAR,3.0,chemical
AVAL,VA7,2.0,electrical
AVAL,PVNL,2.0,chemical
AVAL,DVC,5.0,chemical
AVAL,PQR,8.0,chemical
AVAL,VA1,3.0,electrical
AVAL,PHBR,7.0,chemical
AVAL,PLMR,4.0,chemical
AVAL,URYDL,1.0,electrical
AVAL,PHCL,1.0,chemical
AVAL,PHBL,9.0,chemical
AVAL,PVDL,6.0,chemical
AVAL,PVDR,6.0,chemical
FLPL,ADEL,4.0,chemical
FLPL,ADER,3.0,chemical
FLPL,DVA,1.0,chemical
FLPL,RIH,1.0,electrical
FLPL,PVCR,1.0,chemical
FLPL,SDQL,1.0,chemical
RIBR,RIMR,1.0,chemical
RIBR,RIGR,2.0,mixed
RIBR,RIH,5.0,chemical
RIBR,CEPDR,1.0,chemical
RIBR,OLLR,10.0,chemical
RIBR,AIYR,2.0,chemical
RIBR,AUAR,13.0,chemical
RIBR,AIZR,1.0,chemical
RIBR,AVER,2.0,chemical
RIBR,BAGL,9.0,chemical
RIBR,OLQDR,2.0,electrical
RIBR,OLQVR,1.0,electrical
RIBR,PVT,1.0,electrical
RIBR,RIAR,2.0,chemical
RIBR,RIBL,3.0,electrical
RIBR,SIADR,1.0,electrical
RIBR,SIAVR,1.0,electrical
RIBR,SIBDR,1.0,electrical
RIBR,SIBVR,1.0,electrical
RIBR,SMBDR,1.0,electrical
RIBR,SMDDL,1.0,electrical
RIBR,SMDDR,1.0,electrical
RIBR,SMDVL,2.0,electrical
RIBR,AINL,2.0,chemical
RIBR,URYVR,1.0,chemical
RIBR,URYDR,1.0,chemical
RIBR,DVC,1.0,chemical
RIBR,RIS,5.0,chemical
RIBR,RMED,1.0,chemical
RIFL,ADEL,1.0,chemical
RIFL,ALML,2.0,chemical
RIFL,AVG,1.0,electrical
RIFL,AVHR,1.0,chemical
RIFL,PVPL,3.0,chemical
RIFL,AIAL,1.0,chemical
RIFL,AIML,1.0,chemical
RIFL,HSNL,3.0,chemical
RIFL,VD1,1.0,electrical
RIFL,PVNL,1.0,chemical
RIGR,ADFR,3.0,chemical
RIGR,ADEL,6.0,chemical
RIGR,ADER,4.0,chemical
RIGR,ALNR,1.0,chemical
RIGR,AQR,1.0,electrical
RIGR,AVER,2.0,chemical
RIGR,AVKL,4.0,chemical
RIGR,AVKR,1.0,electrical
RIGR,BAGL,5.0,mixed
RIGR,RMHL,4.0,chemical
RIGR,OLLR,1.0,electrical
RIGR,PVPR,1.0,chemical
RIGR,URXR,2.0,chemical
RIGR,AWAR,1.0,chemical
RIGR,OLQDR,1.0,electrical
RIGR,URYVR,1.0,electrical
RIGR,URYDR,1.0,electrical
RIGR,DVC,5.0,chemical
RIGR,PVT,3.0,chemical
RIGR,RMFL,1.0,chemical
RIGR,OLQVR,1.0,electrical
RIMR,ADAR,6.0,chemical
RIMR,AVER,2.0,electrical
RIMR,AVJL,1.0,chemical
RIMR,AVKL,2.0,chemical
RIMR,LegacyBodyWallMuscles,4.0,chemical
RIMR,RIS,2.0,mixed
RIMR,RMDL,3.0,chemical
RIMR,RMDR,3.0,chemical
RIMR,RMFL,1.0,chemical
RIMR,RMFR,1.0,chemical
RIMR,SAAVL,15.0,chemical
RIMR,SAAVR,5.0,chemical
RIMR,SMDDL,2.0,chemical
RIMR,SMDDR,4.0,chemical
RIMR,AVKR,2.0,chemical
RIMR,AIYR,1.0,electrical
RIMR,AIZR,4.0,chemical
RIMR,PVPR,1.0,chemical
RIMR,RIFR,4.0,chemical
RIMR,SAADL,6.0,chemical
RIMR,SAADR,5.0,chemical
RIMR,AVHL,1.0,chemical
RIMR,DVA,1.0,chemical
SAADL,RIVR,2.0,chemical
SAADL,BDUL,1.0,chemical
SAADL,AVKR,1.0,chemical
SAADL,RMGR,1.0,chemical
SAADL,SMBDL,1.0,electrical
SAADL,VB1,9.0,chemical
SAADL,PLNL,5.0,chemical
SAADR,RIVL,3.0,chemical
SAADR,AVKL,1.0,chemical
SAADR,RIAR,1.0,chemical
SAADR,SMBVR,4.0,chemical
SAADR,OLLL,1.0,chemical
SAADR,RMFL,1.0,chemical
SAADR,RMGL,1.0,chemical
SAADR,VB1,4.0,chemical
SAADR,DVA,1.0,chemical
SAADR,RMDDR,1.0,electrical
SAADR,PLNR,4.0,chemical
SMDDR,SMDVL,4.0,chemical
SMDDR,OLLL,4.0,chemical
SMDDR,RIVL,1.0,chemical
SMDDR,AVKL,1.0,chemical
SMDDR,AVKR,2.0,chemical
SMDDR,OLLR,1.0,chemical
SMDDR,AIZR,1.0,chemical
SMDDR,RIAR,8.0,chemical
SMDDR,LegacyBodyWallMuscles,3.0,chemical
SMDDR,VD1,1.0,electrical
SMDDR,RMDDR,1.0,electrical
SMDDR,SAAVL,8.0,chemical
SMDDR,ALNR,1.0,chemical
SMDDR,RIS,1.0,electrical
SMDDR,URYDL,2.0,chemical
SMDDR,RMEV,1.0,chemical
RIBL,CEPDL,2.0,chemical
RIBL,OLLL,8.0,chemical
RIBL,RIH,5.0,chemical
RIBL,AINR,2.0,chemical
RIBL,ASIL,1.0,chemical
RIBL,AVER,5.0,chemical
RIBL,BAGR,5.0,chemical
RIBL,OLQDL,2.0,electrical
RIBL,PVT,1.0,electrical
RIBL,SIADL,1.0,electrical
RIBL,SIAVL,1.0,electrical
RIBL,SIBDL,1.0,electrical
RIBL,SIBVL,1.0,electrical
RIBL,SIBVR,1.0,electrical
RIBL,SMBDL,1.0,electrical
RIBL,SMDDL,1.0,electrical
RIBL,AINL,1.0,chemical
RIBL,BAGL,1.0,chemical
RIBL,URYVL,2.0,chemical
RIBL,DVC,1.0,chemical
RIBL,RIS,3.0,chemical
RIBL,URYDL,1.0,chemical
RIBL,RMED,1.0,chemical
RIBL,IL2DL,1.0,chemical
SMDDL,RIVR,2.0,chemical
SMDDL,OLLL,3.0,chemical
SMDDL,AVKR,1.0,chemical
SMDDL,SAAVR,6.0,chemical
SMDDL,RIAR,9.0,chemical
SMDDL,LegacyBodyWallMuscles,5.0,chemical
SMDDL,RMDDL,1.0,electrical
SMDDL,URYDR,4.0,chemical
SMDDL,RIS,1.0,electrical
SMDDL,URYDL,1.0,chemical
SMDVL,ADAR,2.0,chemical
SMDVL,LegacyBodyWallMuscles,3.0,chemical
SMDVL,PVR,1.0,chemical
SMDVL,RIAR,21.0,chemical
SMDVL,RIVL,1.0,electrical
SMDVL,RMDDR,1.0,chemical
SMDVL,RMDVL,1.0,electrical
SMDVL,OLLR,4.0,chemical
SMDVL,ALNL,1.0,chemical
SMDVL,ALNR,1.0,chemical
SMDVL,URYVR,3.0,chemical
SMDVL,RIS,1.0,electrical
VB1,AVKL,4.0,electrical
VB1,DD1,1.0,chemical
VB1,DVA,2.0,chemical
VB1,LegacyBodyWallMuscles,5.0,chemical
VB1,RMFL,2.0,chemical
VB1,SABD,1.0,chemical
VB1,VA1,3.0,chemical
VB1,VA3,1.0,chemical
VB1,VD1,3.0,chemical
VB1,VD2,1.0,chemical
VB1,AVFL,1.0,chemical
VB1,VB2,4.0,electrical
VB1,VA2,2.0,chemical
VB1,DB2,2.0,electrical
AIAL,ADLL,6.0,chemical
AIAL,AIML,7.0,chemical
AIAL,ASGL,10.0,chemical
AIAL,ASIL,2.0,electrical
AIAL,ASKL,14.0,chemical
AIAL,AWAL,1.0,electrical
AIAL,AWCR,1.0,chemical
AIAL,HSNL,2.0,chemical
AIAL,RMGL,1.0,chemical
AIAL,AIAR,1.0,electrical
AIAL,AINR,2.0,chemical
AIAL,ASIR,1.0,chemical
AIAL,AWCL,2.0,chemical
AIAL,PVQL,6.0,chemical
AIAL,ASEL,3.0,chemical
ASHR,ADAR,3.0,mixed
ASHR,ADFR,3.0,chemical
ASHR,AIAR,10.0,chemical
ASHR,AVER,3.0,chemical
ASHR,HSNR,1.0,chemical
ASHR,PVPR,2.0,chemical
ASHR,RIAR,2.0,chemical
ASHR,RMGR,3.0,mixed
ASHR,AIZR,1.0,electrical
ASHR,AWBR,2.0,chemical
ASHR,ADLR,3.0,chemical
ASHR,HSNL,2.0,chemical
ASHR,ASIR,1.0,chemical
ASHR,RIFR,2.0,chemical
ASHR,ASKR,1.0,electrical
ASKL,AIML,4.0,chemical
ASKL,ASGL,1.0,chemical
ASKL,ASIL,2.0,chemical
ASKL,RMGL,1.0,electrical
ASKL,HSNL,1.0,chemical
ASKL,AVFR,1.0,chemical
ASKL,PVQL,5.0,electrical
ASKL,ASKR,1.0,electrical
ASKL,ASJL,4.0,chemical
ADER,ADEL,3.0,chemical
ADER,ADAR,1.0,chemical
ADER,ALA,1.0,chemical
ADER,AVER,1.0,chemical
ADER,AVKL,3.0,mixed
ADER,AVKR,1.0,chemical
ADER,CEPDR,1.0,chemical
ADER,OLLR,2.0,chemical
ADER,PVR,1.0,chemical
ADER,RIH,1.0,chemical
ADER,RMDR,2.0,chemical
ADER,SAAVR,1.0,chemical
ADER,AVM,2.0,chemical
ADER,BDUR,1.0,chemical
ADER,ALNR,1.0,chemical
ADER,IL2R,2.0,chemical
AS1,AVER,3.0,chemical
AS1,PVCL,1.0,chemical
AS1,DA1,2.0,chemical
AS1,LegacyBodyWallMuscles,13.0,chemical
AS1,VD1,5.0,chemical
AS1,DB1,1.0,chemical
AS1,VD2,1.0,electrical
AS1,VA3,1.0,electrical
AS11,LegacyBodyWallMuscles,2.0,chemical
AS11,PDA,2.0,chemical
AS11,PDB,2.0,electrical
AS11,VD13,2.0,chemical
AS11,VA12,2.0,chemical
AS2,AVER,2.0,chemical
AS2,RID,1.0,chemical
AS2,PVCR,1.0,chemical
AS2,DA2,1.0,electrical
AS2,DB1,2.0,chemical
AS2,DD1,1.0,chemical
AS2,LegacyBodyWallMuscles,11.0,chemical
AS2,VD2,10.0,chemical
AS2,VA4,2.0,electrical
AS3,AVER,1.0,chemical
AS3,DB1,1.0,chemical
AS3,DA2,1.0,electrical
AS3,DA3,1.0,chemical
AS3,DD1,1.0,chemical
AS3,LegacyBodyWallMuscles,12.0,chemical
AS3,VD2,1.0,chemical
AS3,VD3,15.0,chemical
AS3,VA5,2.0,electrical
AS4,DA3,2.0,mixed
AS4,AS5,1.0,chemical
AS4,LegacyBodyWallMuscles,9.0,chemical
AS4,VD4,11.0,chemical
AS4,DB3,1.0,chemical
AS5,HSNR,1.0,chemical
AS5,DD2,1.0,chemical
AS5,LegacyBodyWallMuscles,10.0,chemical
AS5,VD5,9.0,chemical
AS5,DB3,1.0,chemical
AS5,VA7,1.0,electrical
AS6,PVR,1.0,chemical
AS6,DA5,2.0,electrical
AS6,LegacyBodyWallMuscles,10.0,chemical
AS6,VD6,13.0,chemical
AS6,VA8,1.0,electrical
AS6,PLMR,1.0,chemical
AS9,LegacyBodyWallMuscles,1.0,chemical
AS9,DVB,7.0,electrical
AVER,CEPDL,5.0,chemical
AVER,IL1L,2.0,chemical
AVER,OLLL,21.0,chemical
AVER,ALA,2.0,chemical
AVER,DA1,5.0,chemical
AVER,DA2,3.0,chemical
AVER,DA3,1.0,chemical
AVER,DB3,1.0,chemical
AVER,RMDVL,1.0,electrical
AVER,RMDVR,1.0,electrical
AVER,SABD,2.0,chemical
AVER,SABVL,3.0,chemical
AVER,SABVR,3.0,chemical
AVER,VA1,1.0,chemical
AVER,VA2,1.0,chemical
AVER,VA3,2.0,chemical
AVER,VA4,1.0,chemical
AVER,VA5,1.0,chemical
AVER,AVKL,1.0,chemical
AVER,AIZR,2.0,chemical
AVER,AUAR,4.0,chemical
AVER,URXR,2.0,chemical
AVER,PVCL,1.0,chemical
AVER,AIML,1.0,chemical
AVER,RMGR,3.0,chemical
AVER,BAGL,4.0,chemical
AVER,DVA,5.0,chemical
AVER,CEPVL,3.0,chemical
AVER,PVCR,1.0,chemical
AVER,PVPL,1.0,chemical
AVER,URYDR,2.0,chemical
AVER,URYVL,5.0,chemical
AVER,AVG,1.0,chemical
AVER,RIS,7.0,chemical
AVER,URYDL,2.0,chemical
AVER,IL1R,1.0,chemical
AVER,RMEV,1.0,electrical
DA1,AVM,1.0,chemical
DA1,DD1,4.0,chemical
DA1,LegacyBodyWallMuscles,16.0,chemical
DA1,VD1,17.0,chemical
DA1,VD2,1.0,chemical
DA1,DA4,1.0,electrical
DA1,SABVR,3.0,electrical
DA1,SABVL,2.0,electrical
DA2,AVL,1.0,chemical
DA2,PVCL,1.0,chemical
DA2,DD1,3.0,chemical
DA2,LegacyBodyWallMuscles,15.0,chemical
DA2,VD1,2.0,chemical
DA2,VD2,11.0,chemical
DA2,VD3,5.0,chemical
DA2,SABVL,1.0,electrical
DA2,VA1,2.0,electrical
DA3,DA4,3.0,chemical
DA3,DB3,1.0,chemical
DA3,DD2,2.0,chemical
DA3,LegacyBodyWallMuscles,30.0,chemical
DA3,VD3,25.0,chemical
DA3,VD4,6.0,chemical
DA3,DB2,5.0,chemical
DA4,DB3,2.0,mixed
DA4,DD2,1.0,chemical
DA4,LegacyBodyWallMuscles,26.0,chemical
DA4,VD4,12.0,chemical
DA4,VD5,15.0,chemical
DA4,VB6,1.0,electrical
DA5,PVCL,1.0,chemical
DA5,HSNR,1.0,chemical
DA5,DB4,1.0,chemical
DA5,LegacyBodyWallMuscles,17.0,chemical
DA5,VD5,1.0,chemical
DA5,VD6,16.0,chemical
DA5,VA4,1.0,electrical
DA5,VA5,2.0,electrical
DA6,PVCL,1.0,chemical
DA6,HSNR,1.0,chemical
DA6,RID,3.0,chemical
DA6,LegacyBodyWallMuscles,6.0,chemical
DA6,VD4,4.0,chemical
DA6,VD5,3.0,chemical
DA6,VD6,3.0,chemical
DA8,DA9,1.0,electrical
DA8,VA12,3.0,chemical
DA8,AVG,1.0,chemical
DA8,PHBR,1.0,chemical
DA8,DVB,4.0,chemical
DA8,PHAR,1.0,chemical
DA9,PVR,1.0,chemical
DA9,RID,1.0,electrical
DA9,PVCR,1.0,chemical
DA9,PDA,1.0,electrical
DA9,DD6,1.0,chemical
DA9,LegacyBodyWallMuscles,1.0,chemical
DA9,VD13,1.0,chemical
DA9,VA12,5.0,chemical
DA9,PHCL,1.0,electrical
DA9,PHCR,2.0,chemical
DB3,PVR,1.0,chemical
DB3,PVCL,4.0,chemical
DB3,DVA,2.0,chemical
DB3,PVCR,3.0,chemical
DB3,DB2,6.0,electrical
DB3,DB4,1.0,electrical
DB3,DD2,4.0,chemical
DB3,DD3,10.0,chemical
DB3,LegacyBodyWallMuscles,25.0,chemical
DB3,VD4,9.0,chemical
DB3,VD5,26.0,chemical
DB3,VD6,7.0,chemical
DB5,PVCL,2.0,chemical
DB5,DVA,1.0,chemical
DB5,PVCR,1.0,chemical
DB6,PVCL,2.0,chemical
DB6,DVA,2.0,chemical
DB6,PVCR,2.0,chemical
LUAL,PVR,1.0,electrical
LUAL,AVJL,1.0,chemical
LUAL,PHBL,1.0,chemical
LUAL,PVNL,1.0,chemical
LUAL,PVWL,1.0,chemical
LUAL,VA12,2.0,chemical
LUAL,PHCL,1.0,chemical
LUAL,PLML,1.0,electrical
LUAR,PVR,2.0,mixed
LUAR,PVCR,4.0,chemical
LUAR,PQR,2.0,chemical
LUAR,PVWL,1.0,chemical
LUAR,PLMR,1.0,electrical
LUAR,PHCR,1.0,chemical
PDEL,AVKL,9.0,chemical
PDEL,PVR,3.0,chemical
PDEL,DVA,27.0,chemical
PDEL,PVCR,2.0,mixed
PDEL,PDER,3.0,electrical
PDEL,PVM,8.0,mixed
PDEL,VA9,1.0,chemical
PDEL,VD11,1.0,chemical
PDEL,PLMR,2.0,chemical
PDER,AVKL,17.0,chemical
PDER,PVR,1.0,chemical
PDER,AVFL,1.0,chemical
PDER,VA8,1.0,electrical
PDER,DVA,35.0,chemical
PDER,PVCL,1.0,chemical
PDER,PVCR,1.0,chemical
PDER,PLMR,3.0,chemical
PDER,PVM,1.0,electrical
PDER,VD9,1.0,electrical
PVCL,AVJL,4.0,mixed
PVCL,PVPR,4.0,chemical
PVCL,ADLR,2.0,chemical
PVCL,DB2,3.0,chemical
PVCL,DB4,3.0,chemical
PVCL,DB7,3.0,chemical
PVCL,DVA,5.0,mixed
PVCL,PVCR,7.0,mixed
PVCL,RID,5.0,chemical
PVCL,RIS,2.0,chemical
PVCL,SIBVL,2.0,chemical
PVCL,VB10,3.0,mixed
PVCL,VB11,1.0,chemical
PVCL,VB3,1.0,chemical
PVCL,VB4,1.0,chemical
PVCL,VB5,1.0,chemical
PVCL,VB6,2.0,chemical
PVCL,VB8,1.0,chemical
PVCL,RIFR,1.0,chemical
PVCL,ALML,4.0,chemical
PVCL,PVNR,1.0,chemical
PVCL,AVM,4.0,chemical
PVCL,BDUR,2.0,chemical
PVCL,VD13,1.0,chemical
PVCL,VA12,2.0,chemical
PVCL,VB9,2.0,electrical
PVCL,PVNL,1.0,chemical
PVCL,AVG,1.0,chemical
PVCL,PHBR,6.0,chemical
PVCL,PLMR,2.0,chemical
PVCL,PVM,2.0,chemical
PVCL,PHCL,2.0,chemical
PVCL,PHBL,13.0,chemical
PVCL,PLML,1.0,electrical
PVCL,PVDL,1.0,chemical
PVCL,PVDR,13.0,chemical
PVCR,AVJL,3.0,electrical
PVCR,PVR,2.0,chemical
PVCR,PVPR,7.0,chemical
PVCR,RIFR,1.0,chemical
PVCR,ALML,2.0,chemical
PVCR,DVA,1.0,chemical
PVCR,AVM,5.0,chemical
PVCR,AQR,3.0,chemical
PVCR,AVL,1.0,chemical
PVCR,DB2,1.0,chemical
PVCR,DB4,4.0,chemical
PVCR,DB7,1.0,chemical
PVCR,PVDL,7.0,chemical
PVCR,PVWR,2.0,mixed
PVCR,RID,5.0,chemical
PVCR,SIBVR,2.0,chemical
PVCR,VB10,1.0,chemical
PVCR,VB4,3.0,chemical
PVCR,VB6,2.0,chemical
PVCR,VB7,3.0,chemical
PVCR,VB8,1.0,chemical
PVCR,ALMR,3.0,chemical
PVCR,PVPL,3.0,chemical
PVCR,VD13,1.0,chemical
PVCR,VA12,3.0,chemical
PVCR,VA8,2.0,electrical
PVCR,VA9,1.0,electrical
PVCR,VB11,1.0,chemical
PVCR,PHBR,3.0,chemical
PVCR,PLMR,1.0,electrical
PVCR,PVWL,2.0,electrical
PVCR,VC2,1.0,chemical
PVCR,PHCR,1.0,electrical
PVCR,PVDR,10.0,chemical
SABD,AVL,5.0,chemical
SABD,PVR,1.0,chemical
SABD,HSNR,1.0,chemical
SABD,DVA,1.0,chemical
SABD,VA2,4.0,mixed
SABD,VA3,2.0,electrical
SABD,VA4,1.0,electrical
SABVL,AVL,4.0,chemical
SABVL,HSNL,2.0,chemical
SABVR,AVL,3.0,chemical
SABVR,HSNR,1.0,chemical
URYDR,CEPDR,1.0,chemical
URYDR,RMDDL,3.0,chemical
URYDR,RMDVR,5.0,chemical
URYDR,URADR,1.0,chemical
URYVL,IL1VL,2.0,chemical
URYVL,RIH,1.0,chemical
URYVL,RIS,1.0,chemical
URYVL,RMDDL,4.0,chemical
URYVL,RMDVR,2.0,chemical
URYVL,SIBVR,1.0,chemical
VA11,DD6,10.0,chemical
VA11,LegacyBodyWallMuscles,18.0,chemical
VA11,PVNR,2.0,chemical
VA11,VB10,1.0,chemical
VA11,VD12,7.0,chemical
VA11,VA12,1.0,chemical
VA11,AVG,1.0,chemical
VA11,VD11,1.0,chemical
VA12,DVA,1.0,chemical
VA12,VD13,12.0,chemical
VA12,DB7,4.0,chemical
VA12,DD6,2.0,chemical
VA12,LegacyBodyWallMuscles,14.0,chemical
VA12,PHCL,3.0,mixed
VA12,VB11,2.0,mixed
VA12,VD12,5.0,chemical
VA12,PHBR,2.0,chemical
VA12,PVWL,1.0,chemical
VA12,PHBL,1.0,chemical
VA12,PHCR,1.0,electrical
VA12,PVWR,1.0,chemical
VA2,DVA,1.0,chemical
VA2,VB2,1.0,chemical
VA2,VD2,9.0,mixed
VA2,DD1,13.0,chemical
VA2,LegacyBodyWallMuscles,19.0,chemical
VA2,VA3,2.0,chemical
VA2,VD1,1.0,electrical
VA3,VD3,5.0,chemical
VA3,DD1,18.0,chemical
VA3,DD2,11.0,chemical
VA3,LegacyBodyWallMuscles,29.0,chemical
VA3,VA4,1.0,chemical
VA3,VD2,3.0,chemical
VA4,DD2,21.0,chemical
VA4,LegacyBodyWallMuscles,25.0,chemical
VA4,VB3,3.0,chemical
VA4,VD4,3.0,chemical
VA5,VD5,4.0,chemical
VA5,DD2,5.0,chemical
VA5,DD3,13.0,chemical
VA5,LegacyBodyWallMuscles,19.0,chemical
VA6,HSNR,1.0,chemical
VA6,VD6,3.0,chemical
VA6,DD3,24.0,chemical
VA6,LegacyBodyWallMuscles,20.0,chemical
VA6,VB5,2.0,chemical
VA6,VD5,1.0,chemical
VA7,DD3,3.0,chemical
VA7,DD4,12.0,chemical
VA7,LegacyBodyWallMuscles,27.0,chemical
VA7,VB3,1.0,electrical
VA7,VD7,9.0,chemical
VA8,DD4,21.0,chemical
VA8,LegacyBodyWallMuscles,23.0,chemical
VA8,VA9,1.0,chemical
VA8,VB6,2.0,chemical
VA8,VB8,3.0,electrical
VA8,VB9,3.0,electrical
VA8,VD7,5.0,chemical
VA8,VD8,5.0,mixed
VA9,DD4,3.0,chemical
VA9,DD5,15.0,chemical
VA9,DVB,1.0,electrical
VA9,DVC,1.0,electrical
VA9,LegacyBodyWallMuscles,20.0,chemical
VA9,PVT,1.0,chemical
VA9,VB8,10.0,mixed
VA9,VB9,4.0,electrical
VA9,VD9,10.0,chemical
VA9,PVDR,1.0,chemical
VA9,VD7,1.0,electrical
VB9,DD5,8.0,chemical
VB9,LegacyBodyWallMuscles,24.0,chemical
VB9,VB8,6.0,mixed
VB9,VD10,7.0,chemical
VB9,DVB,1.0,electrical
VD13,RID,1.0,chemical
VD13,PDA,3.0,chemical
VD13,PDB,4.0,chemical
VD13,LegacyBodyWallMuscles,12.0,chemical
VD13,PVPL,2.0,electrical
VD13,DB7,2.0,chemical
AQR,AVKL,2.0,electrical
AQR,AVKR,1.0,electrical
AQR,PVPR,9.0,electrical
AQR,AVHR,2.0,chemical
AQR,DVA,4.0,chemical
AQR,AVJL,1.0,chemical
AQR,BAGL,2.0,chemical
AQR,BAGR,2.0,chemical
AQR,PVPL,8.0,mixed
AQR,RIAR,2.0,chemical
AQR,URXL,1.0,chemical
AVL,PVQR,1.0,chemical
AVL,ADEL,1.0,chemical
AVL,AVFR,1.0,chemical
AVL,DD1,1.0,chemical
AVL,DD6,2.0,chemical
AVL,DVB,6.0,mixed
AVL,DVC,9.0,electrical
AVL,HSNR,2.0,chemical
AVL,LegacyBodyWallMuscles,10.0,chemical
AVL,PVM,1.0,electrical
AVL,PVPR,5.0,chemical
AVL,PVWL,1.0,chemical
AVL,VD12,4.0,chemical
AVL,AVFL,1.0,chemical
AVL,PVNR,2.0,chemical
AVL,VC3,1.0,chemical
AVL,PVNL,2.0,chemical
AVL,PVT,2.0,chemical
AVL,AVG,1.0,chemical
AVL,RIS,2.0,chemical
AVL,VC1,2.0,chemical
DVA,AVKL,1.0,chemical
DVA,PVR,3.0,mixed
DVA,AIZR,2.0,chemical
DVA,AUAR,1.0,chemical
DVA,DB2,1.0,chemical
DVA,DB4,1.0,chemical
DVA,DB7,2.0,chemical
DVA,RIAR,2.0,chemical
DVA,SAAVL,1.0,chemical
DVA,SAAVR,1.0,chemical
DVA,SMBDL,3.0,chemical
DVA,SMBDR,2.0,chemical
DVA,SMBVR,2.0,chemical
DVA,VB11,2.0,chemical
DVA,DB1,1.0,electrical
DVA,SDQR,3.0,chemical
DVA,PHAL,2.0,chemical
DVA,PLMR,5.0,chemical
DVA,PVM,3.0,chemical
DVA,PHCL,6.0,chemical
DVA,PHAR,2.0,chemical
DVA,PHCR,8.0,chemical
DVA,PVDR,3.0,chemical
PVNR,AVJL,5.0,chemical
PVNR,BDUL,3.0,chemical
PVNR,AIMR,1.0,chemical
PVNR,HSNR,2.0,mixed
PVNR,BDUR,5.0,chemical
PVNR,DD3,1.0,chemical
PVNR,LegacyBodyWallMuscles,3.0,chemical
PVNR,PQR,2.0,chemical
PVNR,PVNL,6.0,chemical
PVNR,PVT,2.0,chemical
PVNR,PVWL,2.0,chemical
PVNR,VC2,2.0,chemical
PVNR,VC3,2.0,chemical
PVNR,VD12,1.0,chemical
PVNR,VD6,1.0,chemical
PVNR,VD7,1.0,chemical
PVNR,PDA,1.0,chemical
PVNR,AVG,2.0,chemical
SDQR,RIVR,2.0,electrical
SDQR,RIVL,2.0,electrical
SDQR,SDQL,1.0,electrical
SDQR,ADLL,1.0,chemical
SDQR,RMHL,2.0,chemical
SDQR,RMHR,1.0,chemical
SDQR,SIBVL,1.0,electrical
SIBVL,RMGL,2.0,chemical
SIBVL,AVM,1.0,chemical
SIBVL,URYVR,1.0,chemical
SIBVL,OLQDL,3.0,chemical
SIBVL,SIBDL,1.0,electrical
VB10,AVKL,1.0,electrical
VB10,DD6,9.0,chemical
VB10,LegacyBodyWallMuscles,20.0,chemical
VB10,PVT,1.0,chemical
VB10,VD11,2.0,chemical
VB10,VD12,3.0,chemical
VB11,DD6,7.0,chemical
VB11,LegacyBodyWallMuscles,14.0,chemical
VB11,VD12,1.0,chemical
VB2,DD1,20.0,chemical
VB2,DD2,1.0,chemical
VB2,LegacyBodyWallMuscles,26.0,chemical
VB2,VB5,1.0,electrical
VB2,VC2,1.0,chemical
VB2,VD2,12.0,chemical
VB2,VD3,5.0,chemical
VB2,VB7,2.0,electrical
VB2,DB4,1.0,electrical
VB2,VB3,1.0,electrical
VB5,VD6,9.0,chemical
VB5,DD3,27.0,chemical
VB5,LegacyBodyWallMuscles,22.0,chemical
VB5,VB6,1.0,electrical
VB5,VB4,1.0,electrical
VB6,DD4,30.0,chemical
VB6,LegacyBodyWallMuscles,28.0,chemical
VB6,VB7,1.0,chemical
VB6,VD6,1.0,chemical
VB6,VD7,8.0,chemical
VB7,DD4,2.0,chemical
VB7,LegacyBodyWallMuscles,2.0,chemical
VB8,DD5,31.0,chemical
VB8,LegacyBodyWallMuscles,32.0,chemical
VB8,VD10,1.0,chemical
VB8,VD9,10.0,chemical
VC3,HSNR,2.0,chemical
VC3,DD1,2.0,chemical
VC3,DD2,4.0,chemical
VC3,DD3,5.0,chemical
VC3,DD4,13.0,mixed
VC3,DVC,1.0,chemical
VC3,LegacyBodyWallMuscles,11.0,chemical
VC3,PVPR,1.0,chemical
VC3,PVQR,4.0,chemical
